Weather_ID,Place_ID,Year,Month_Number,Month_Name,Season,Average_Temperature_C,Minimum_Temperature_C,Maximum_Temperature_C,Humidity_Percentage,Rainfall_mm,Wind_Speed_kmph,Weather_Condition,Air_Quality_Index,UV_Index,Visibility_KM,Sunrise_Time,Sunset_Time,Tourism_Suitability,Weather_Warning,Created_Date,Updated_Date
WT000818,MP069,2025,2,February,Winter,14.8,10.2,24.4,58,36.4,6.5,Windy,113,7,8.3,04:50 Ayuk,05:57 Nungthil,Excellent,No,05-11-2024,15-11-2025
WT000732,MP061,2025,12,December,Winter,14.4,6.9,20.6,75,17.7,3.1,Foggy,108,4,7.6,06:50 Ayuk,07:28 Nungthil,Excellent,No,17-01-2024,05-04-2025
WT000454,MP038,2025,10,October,Autumn,22.3,13.1,27.6,78,50.9,4.2,Foggy,86,5,6.7,06:41 Ayuk,06:25 Nungthil,Good,No,01-04-2025,18-11-2025
WT000594,MP050,2023,6,June,Summer,27.4,19,32.7,68,198.3,9.1,Windy,100,4,10.9,05:36 Ayuk,07:37 Nungthil,Moderate,Heavy Rain Alert,06-09-2025,13-07-2026
WT000307,MP026,2024,7,July,Monsoon,25,17.6,32.6,78,269.3,7.5,Clear,52,7,2.5,06:18 Ayuk,05:06 Nungthil,Poor,Flood Warning,10-11-2024,08-05-2026
WT000085,MP008,2025,1,January,Winter,16.3,7.9,20.9,60,2.4,8.9,Rainy,143,4,11.3,05:07 Ayuk,07:40 Nungthil,Excellent,No,01-01-2024,10-09-2025
WT000821,MP069,2025,5,May,Summer,26.9,17.5,34.5,71,112.5,6.4,Cloudy,112,8,8.2,05:55 Ayuk,06:28 Nungthil,Moderate,No,19-02-2023,15-02-2025
WT000206,MP018,2023,2,February,Winter,16.8,10.4,24.3,55,0,7.8,Cloudy,90,10,11.1,06:34 Ayuk,06:50 Nungthil,Excellent,No,02-07-2024,05-08-2025
WT000772,MP065,2024,4,April,Spring,23.5,15.5,29.8,61,65,7,Rainy,74,5,2.6,04:38 Ayuk,06:47 Nungthil,Good,No,11-01-2024,15-03-2025
WT000185,MP016,2023,5,May,Summer,24.9,16.1,33.9,69,58.7,7.6,Sunny,73,9,8.1,05:12 Ayuk,05:08 Nungthil,Moderate,No,11-01-2025,23-05-2025
WT000176,MP015,2024,8,August,Monsoon,26.2,15.3,31.1,82,202.8,6.1,Windy,69,4,11.3,05:41 Ayuk,06:35 Nungthil,Poor,Flood Warning,14-03-2024,20-08-2025
WT000204,MP017,2025,12,December,Winter,15.4,6.9,20.1,71,0,6.8,Clear,70,7,10.6,04:36 Ayuk,06:04 Nungthil,Excellent,No,16-07-2024,04-03-2026
WT000381,MP032,2024,9,September,Monsoon,23.8,14.3,29.8,77,145.7,5.2,Heavy Rain,96,3,4.4,06:29 Ayuk,06:18 Nungthil,Poor,No,23-03-2023,04-12-2026
WT000115,MP010,2025,7,July,Monsoon,26.9,18.5,32,92,210.9,7.1,Rainy,106,4,11.8,06:32 Ayuk,06:02 Nungthil,Poor,Flood Warning,19-02-2023,09-06-2025
WT000449,MP038,2024,5,May,Summer,26.2,17.2,33.6,70,49.2,6.3,Foggy,148,8,2.3,06:48 Ayuk,06:11 Nungthil,Moderate,No,17-08-2024,12-04-2026
WT000299,MP025,2024,11,November,Autumn,18.5,9.6,24.2,60,31.7,5.5,Heavy Rain,116,6,2.1,04:47 Ayuk,06:05 Nungthil,Good,No,12-04-2023,09-11-2025
WT000084,MP007,2023,12,December,Winter,12.8,6.4,21,78,8.4,4.9,Partly Cloudy,138,4,2.2,05:30 Ayuk,06:00 Nungthil,Excellent,No,17-12-2025,13-06-2026
WT000154,MP013,2024,10,October,Autumn,23.2,12.4,29.2,80,68.1,4.9,Foggy,66,10,11.3,04:06 Ayuk,06:31 Nungthil,Good,No,15-07-2024,09-05-2025
WT000702,MP059,2023,6,June,Summer,27.9,19.1,33.6,82,146,8.5,Foggy,123,8,10.3,06:57 Ayuk,05:59 Nungthil,Moderate,No,06-12-2024,11-12-2025
WT000255,MP022,2023,3,Marchh,Spring,19.1,12.4,29,54,59.4,7.8,Windy,107,3,4,04:00 Ayuk,05:07 Nungthil,Good,No,14-04-2025,08-07-2025
WT000647,MP054,2024,11,November,Autumn,17.6,9.9,25.3,62,35.2,5,Heavy Rain,79,7,10.2,05:12 Ayuk,05:15 Nungthil,Good,No,08-12-2023,05-01-2025
WT000495,MP042,2023,3,Marchh,Spring,20.3,11.1,27.6,51,7.5,5.5,Cloudy,101,5,2.3,05:56 Ayuk,05:49 Nungthil,Good,No,16-05-2024,23-03-2025
WT000219,MP019,2023,3,March,Spring,21.4,11.7,27.6,64,47.5,4.3,Cloudy,110,10,2.2,04:06 Ayuk,05:59 Nungthil,Good,No,09-08-2025,07-07-2025
WT000385,MP033,2024,1,January,Winter,15.4,22.7,8.1,66,42.9,6.3,Rainy,86,7,11.5,05:26 Ayuk,05:26 Nungthil,Excellent,No,21-11-2025,23-03-2025
WT000347,MP029,2023,11,November,Autumn,18.9,9.7,24,59,0,5,Partly Cloudy,58,6,7.3,05:04 Ayuk,07:55 Nungthil,Good,No,23-09-2024,20-10-2026
WT000196,MP017,2024,4,April,Spring,24,12.7,31.6,65,56.8,4.2,Windy,76,6,3.5,04:03 Ayuk,05:50 Nungthil,Good,No,16-01-2024,13-05-2025
WT000336,MP028,2024,12,December,Winter,14.2,8.4,21,71,9.3,4.1,Windy,142,5,4.2,05:14 Ayuk,07:08 Nungthil,Excellent,No,19-12-2024,11-10-2025
WT000491,MP041,2025,11,November,Autumn,18.5,9.5,23.6,57,34.3,2.5,Rainy,81,9,8.3,05:36 Ayuk,07:36 Nungthil,Good,No,18-10-2024,14-05-2025
WT000161,MP014,2024,5,May,Summer,26,15,33,76,81.1,8.3,Cloudy,100,3,7.3,05:15 Ayuk,05:41 Nungthil,Moderate,No,17-11-2025,03-11-2026
WT000156,MP013,2025,12,December,Winter,14.8,5.6,21.1,64,0,5.9,Sunny,113,6,3.2,05:24 Ayuk,06:48 Nungthil,Excellent,No,25-02-2023,22-09-2026
WT000243,MP021,2023,3,March,Spring,20.4,10.6,28.3,55,64.2,4.7,Cloudy,125,9,11.2,05:10 Ayuk,06:20 Nungthil,Good,No,08-03-2025,03-03-2026
WT000619,MP052,2024,7,July,Monsoon,26.5,17.1,31.4,91,231.3,9.5,Partly Cloudy,98,10,11.2,05:05 Ayuk,06:16 Nungthil,Poor,Flood Warning,09-07-2024,05-08-2026
WT000278,MP024,2025,2,February,Winter,17.4,7.7,23.1,63,36,5,Clear,93,10,4.8,06:24 Ayuk,05:19 Nungthil,Excellent,No,08-04-2024,21-09-2026
WT000490,MP041,2024,10,October,Autumn,22.8,12.3,27.4,80,69.5,3.9,,60,3,7.5,06:56 Ayuk,06:16 Nungthil,Good,,07-03-2024,19-04-2025
WT000199,MP017,2024,7,July,Monsoon,25.4,16.6,32.7,75,190.2,8.8,Sunny,148,9,5.5,06:12 Ayuk,05:35 Nungthil,Poor,Heavy Rain Alert,22-11-2024,15-11-2026
WT000693,MP058,2025,9,September,Monsoon,24.4,15.3,29.4,83,91.4,8.9,Foggy,115,4,2.2,05:00 Ayuk,06:54 Nungthil,Moderate,No,18-02-2023,04-11-2025
WT000712,MP060,2024,4,April,Spring,22.9,14.8,30.5,63,46.1,5.7,Heavy Rain,78,9,9.9,06:53 Ayuk,07:47 Nungthil,Good,No,08-07-2023,02-03-2025
WT000251,MP021,2024,11,November,Autumn,17.4,10.7,26.2,73,57.9,3.2,Heavy Rain,142,4,8.9,06:41 Ayuk,05:40 Nungthil,Good,No,02-08-2024,18-12-2025
WT000342,MP029,2024,6,June,Summer,26.1,18,35.2,83,141.9,9.2,Clear,117,10,10.7,05:13 Ayuk,05:38 Nungthil,Moderate,No,02-06-2023,14-01-2025
WT000630,MP053,2024,6,June,Summer,26.8,16.6,35.2,85,145.7,8,Cloudy,141,3,10.9,04:04 Ayuk,05:52 Nungthil,Moderate,No,24-03-2025,12-04-2026
WT000216,MP018,2024,12,December,Winter,15.5,6.4,20.8,70,49.3,5,Heavy Rain,65,3,4.5,06:30 Ayuk,06:19 Nungthil,Excellent,No,19-08-2024,21-08-2025
WT000836,MP070,2023,8,August,Monsoon,25.7,16.6,30.8,93,204.7,8,Rainy,88,10,9.7,05:10 Ayuk,07:37 Nungthil,Poor,Flood Warning,13-09-2023,03-07-2026
WT000351,MP030,2024,3,March,Spring,20.7,11.1,26.8,50,49.1,7.7,Rainy,128,5,5.6,05:55 Ayuk,07:32 Nungthil,Good,No,17-03-2024,10-06-2025
WT000505,MP043,2023,1,January,Winter,16.1,23.9,8.3,71,32.8,7.1,Cloudy,92,5,11.4,06:16 Ayuk,07:16 Nungthil,Excellent,No,17-11-2025,25-06-2026
WT000472,MP040,2024,4,April,Spring,23.3,12.9,32.1,69,60.2,7.8,Partly Cloudy,112,3,8.2,04:32 Ayuk,05:25 Nungthil,Good,No,04-06-2024,20-04-2026
WT000001,MP001,2024,1,January,Winter,14.6,6.6,21.5,66,0,5.4,Windy,84,8,10.3,04:01 Ayuk,05:38 Nungthil,Excellent,No,14-05-2023,17-06-2025
WT000312,MP026,2025,12,December,Winter,13.1,6.2,22.3,74,0,5.7,Rainy,124,6,5.1,06:27 Ayuk,06:10 Nungthil,Excellent,No,20-06-2025,04-04-2026
WT000298,MP025,2023,10,October,Autumn,22,12.2,28.9,81,67.6,6,Sunny,123,8,10.8,04:44 Ayuk,05:59 Nungthil,Good,No,12-12-2025,19-09-2026
WT000698,MP059,2025,2,February,Winter,15.8,9.9,23.9,74,4.9,4.9,Clear,73,5,8.8,05:27 Ayuk,06:39 Nungthil,Excellent,No,19-11-2025,17-04-2025
WT000320,MP027,2024,8,August,Monsoon,24.6,17,29.7,92,178.1,7.4,Foggy,110,8,8.9,06:11 Ayuk,05:52 Nungthil,Poor,Flood Warning,12-08-2024,12-02-2026
WT000458,MP039,2025,2,February,Winter,15.5,8.9,23.8,56,31.6,6.9,Heavy Rain,102,3,9.2,05:30 Ayuk,06:35 Nungthil,Excellent,No,02-02-2025,05-10-2025
WT000844,MP031,2023,1,January,Winter,15,9.1,21,76,5.9,8.4,Windy,82,4,5.3,06:57 Ayuk,07:51 Nungthil,Excellent,No,10-07-2024,05-03-2026
WT000816,MP068,2023,12,December,Winter,14.6,8.2,19.5,62,45.8,6.7,Rainy,132,4,8.7,05:14 Ayuk,05:18 Nungthil,Excellent,No,06-03-2024,02-09-2026
WT000562,MP047,2025,10,October,Autumn,23.2,13.3,27.2,76,77.5,5.6,Partly Cloudy,100,5,4,05:11 Ayuk,07:12 Nungthil,Good,No,24-01-2023,15-09-2025
WT000040,MP004,2023,4,April,Spring,23.1,13.2,31.9,65,70.1,5.5,Sunny,115,4,3.6,05:57 Ayuk,05:02 Nungthil,Good,No,15-10-2023,25-03-2026
WT000581,MP049,2025,5,May,Summer,25.3,17.3,32.9,60,102.6,6.2,Clear,96,9,7.3,05:03 Ayuk,07:11 Nungthil,Moderate,No,18-01-2023,09-10-2026
WT000012,MP001,2024,12,December,Winter,13.9,8,21.3,79,6.5,3.6,Cloudy,105,4,7.3,04:57 Ayuk,06:28 Nungthil,Excellent,No,18-09-2025,16-05-2025
WT000423,MP036,2025,3,March,Spring,20.6,10.2,28.4,64,23.5,4.2,Partly Cloudy,53,9,11.3,04:38 Ayuk,05:02 Nungthil,Good,No,04-08-2024,13-12-2026
WT000826,MP069,2024,10,October,Autumn,22.2,12.8,27.1,79,6.1,6.4,Partly Cloudy,128,10,9.9,04:05 Ayuk,07:46 Nungthil,Good,No,24-04-2025,18-08-2025
WT000134,MP012,2025,2,February,Winter,14.8,9.4,24.7,57,46.2,5.7,Heavy Rain,118,3,4.2,05:16 Ayuk,07:20 Nungthil,Excellent,No,25-09-2025,22-04-2025
WT000367,MP031,2024,7,July,Monsoon,25.1,17.3,31.6,75,199.7,7,Clear,56,4,5.2,06:02 Ayuk,07:31 Nungthil,Poor,Flood Warning,10-08-2024,25-07-2026
WT000616,MP052,2024,4,April,Spring,22,14.8,30.5,55,12.5,6,Rainy,76,7,8.7,04:11 Ayuk,06:57 Nungthil,Good,No,23-10-2023,21-12-2026
WT000157,MP014,2025,1,January,Winter,15.5,7.4,22.7,58,0,7.1,Foggy,136,6,5.3,06:44 Ayuk,07:49 Nungthil,Excellent,No,20-09-2025,17-05-2025
WT000576,MP048,2023,12,December,Winter,13.6,6,22.5,72,0,6.4,Partly Cloudy,118,3,5.6,05:35 Ayuk,07:18 Nungthil,Excellent,No,21-08-2024,15-11-2026
WT000345,MP029,2024,9,September,Monsoon,25.6,13.9,30,79,125.7,8.1,Partly Cloudy,127,5,2.5,06:31 Ayuk,07:14 Nungthil,Poor,No,21-05-2024,14-04-2026
WT000704,MP059,2023,8,August,Monsoon,26,17.2,32.4,90,189.5,7.5,Sunny,143,5,2.9,05:16 Ayuk,05:52 Nungthil,Poor,No,19-08-2024,25-02-2025
WT000827,MP069,2023,11,November,Autumn,19,10.1,24.8,63,13.2,5.1,Cloudy,139,7,3.9,04:11 Ayuk,07:37 Nungthil,Good,No,04-12-2024,09-08-2025
WT000756,MP063,2024,12,December,Winter,13.2,6.8,22.4,71,26.1,5.2,Partly Cloudy,134,4,11.8,04:04 Ayuk,05:15 Nungthil,Excellent,No,23-12-2023,08-05-2025
WT000244,MP021,2023,4,April,Spring,23.5,12.8,29.5,61,53.7,6.1,Heavy Rain,80,3,3.2,06:13 Ayuk,07:38 Nungthil,Good,No,21-01-2025,13-03-2026
WT000837,MP070,2024,9,September,Monsoon,26.1,16.1,30.1,77,100.8,5.3,Sunny,103,7,6.4,06:24 Ayuk,06:07 Nungthil,Poor,No,12-04-2025,12-05-2026
WT000310,MP026,2025,10,October,Autumn,21.1,13.3,28.9,64,21.8,6.8,Partly Cloudy,85,6,4.7,05:31 Ayuk,06:53 Nungthil,Good,No,21-06-2024,07-10-2025
WT000340,MP029,2025,4,April,Spring,22.4,14.9,32.2,67,30.2,6.1,Foggy,108,6,9.8,06:40 Ayuk,05:25 Nungthil,Good,No,08-08-2024,05-01-2025
WT000417,MP035,2025,9,September,Monsoon,26.1,15.3,31.3,84,103.1,5.1,Clear,147,6,10.2,05:35 Ayuk,07:55 Nungthil,Poor,No,05-11-2024,01-07-2025
WT000681,MP057,2025,9,September,Monsoon,24.8,14.5,29.6,89,128.2,8.4,Heavy Rain,138,5,5.1,04:48 Ayuk,05:32 Nungthil,Poor,No,17-08-2023,07-08-2025
WT000408,MP034,2023,12,December,Winter,15.2,5.6,20.6,75,21,4.3,Cloudy,63,3,10,04:48 Ayuk,05:37 Nungthil,Excellent,No,09-09-2023,05-03-2025
WT000091,MP008,2025,7,July,Monsoon,26,16.2,32.7,87,197.2,8,Cloudy,66,5,7.9,05:27 Ayuk,06:36 Nungthil,Poor,No,25-02-2025,02-12-2025
WT000099,MP009,2023,3,March,Spring,20.5,11.6,28.1,60,15.4,6.2,Windy,66,8,3,05:48 Ayuk,05:29 Nungthil,Good,No,14-12-2025,18-07-2025
WT000610,MP051,2025,10,October,Autumn,20.6,13.4,27,67,10.5,4.2,Clear,74,8,3.8,06:07 Ayuk,06:05 Nungthil,Good,No,03-07-2023,17-05-2025
WT000038,MP004,2024,2,February,Winter,15.1,7.9,25,74,0,4.5,Windy,112,4,5.7,04:53 Ayuk,06:39 Nungthil,Excellent,No,16-04-2025,07-12-2026
WT000239,MP020,2025,11,November,Autumn,19.1,10.5,25.8,60,0,4.8,Sunny,111,3,3.1,05:27 Ayuk,06:04 Nungthil,Good,No,08-06-2023,02-11-2025
WT000143,MP012,2025,11,November,Autumn,18.1,10.4,24.2,73,28.8,5.5,Foggy,117,5,5,06:29 Ayuk,07:35 Nungthil,Good,No,18-02-2025,22-07-2026
WT000081,MP007,2023,9,September,Monsoon,25.2,14.4,30,79,147.2,7,Heavy Rain,67,3,5.2,04:39 Ayuk,05:32 Nungthil,Poor,No,20-11-2025,24-12-2025
WT000079,MP007,2023,7,July,Monsoon,27,15.6,31.3,85,226.5,8.7,Foggy,137,7,11.7,05:44 Ayuk,06:33 Nungthil,Poor,Flood Warning,08-03-2025,19-03-2025
WT000107,MP009,2024,11,November,Autumn,18.5,8.6,25.2,55,5.3,5.4,Cloudy,67,6,6.8,04:12 Ayuk,05:56 Nungthil,Good,No,02-12-2023,16-02-2026
WT000775,MP065,2023,7,July,Monsoon,25.4,17.7,33.1,87,246.7,6.9,Partly Cloudy,125,9,9.2,06:18 Ayuk,06:02 Nungthil,Poor,Flood Warning,17-11-2024,21-03-2026
WT000380,MP032,2024,8,August,monson,25.2,15.2,32.1,81,174,9.8,Cloudy,117,6,2.6,04:13 Ayuk,05:42 Nungthil,Poor,Flood Warning,08-04-2024,06-05-2025
WT000652,MP055,2024,4,April,Spring,24,14.2,31.1,67,54.8,6.4,Cloudy,113,5,7,04:48 Ayuk,06:39 Nungthil,Good,No,17-05-2023,11-06-2026
WT000683,MP057,2025,11,November,Autumn,17.2,11,24.4,58,17.4,4.8,Heavy Rain,74,5,7.8,06:03 Ayuk,05:59 Nungthil,Good,No,21-07-2024,15-03-2025
WT000741,MP062,2024,9,September,Monsoon,25.4,15.7,30.6,73,152.3,5.6,Windy,102,9,3,06:01 Ayuk,07:19 Nungthil,Poor,No,17-11-2025,18-10-2026
WT000621,MP052,2025,9,September,Monsoon,25.4,13.6,29.5,88,150.8,7,Heavy Rain,105,10,2.2,04:23 Ayuk,07:57 Nungthil,Poor,No,01-08-2023,03-07-2025
WT000582,MP049,2024,6,June,Summer,27.5,16.7,34.2,78,179,9.7,Sunny,99,4,3.1,04:48 Ayuk,07:52 Nungthil,Moderate,Flood Warning,06-09-2025,24-06-2026
WT000170,MP015,2023,2,February,Winter,15.3,7.7,24.6,62,5.9,6.9,Cloudy,70,5,3.4,04:13 Ayuk,05:54 Nungthil,Excellent,No,03-04-2024,18-06-2025
WT000274,MP023,2023,10,October,Autumn,21.9,12,29.3,72,33,5.5,Sunny,69,7,8.3,04:52 Ayuk,07:44 Nungthil,Good,No,15-03-2023,02-12-2026
WT000316,MP027,2024,4,April,Spring,21.7,12.8,32.4,69,36.3,7,Foggy,76,7,5.3,05:00 Ayuk,07:00 Nungthil,Good,No,07-01-2024,25-07-2025
WT000247,MP021,2024,7,July,Monsoon,27.5,16.3,31,83,229.8,9.7,Foggy,94,6,8.6,05:31 Ayuk,06:42 Nungthil,Poor,Flood Warning,11-03-2023,20-12-2025
WT000807,MP068,2024,3,March,Spring,20.7,10.7,29.3,50,0.4,5.4,Foggy,77,3,4.9,06:30 Ayuk,05:10 Nungthil,Good,No,16-09-2025,23-09-2026
WT000051,MP005,2024,3,March,Spring,19.7,11.2,27.2,63,16.8,6,Sunny,99,6,9.3,06:29 Ayuk,05:55 Nungthil,Good,No,11-12-2024,19-10-2025
WT000790,MP066,2024,10,October,Autumn,23.1,11.6,27,80,60.6,6.7,Heavy Rain,119,7,6.6,05:45 Ayuk,06:06 Nungthil,Good,No,07-12-2024,21-09-2026
WT000480,MP040,2025,12,December,Winter,15.2,7.2,19.8,65,27.1,4.9,Clear,124,9,5.3,04:04 Ayuk,07:20 Nungthil,Excellent,No,25-02-2023,04-05-2025
WT000737,MP062,2025,5,May,Summer,25.5,16.9,34.1,75,108.8,8.3,Sunny,97,3,7.5,04:39 Ayuk,06:56 Nungthil,Moderate,No,13-07-2024,12-11-2026
WT000625,MP053,2025,1,January,Winter,14.3,6.9,21.4,60,29.2,7.4,Sunny,143,8,3.1,05:43 Ayuk,06:17 Nungthil,Excellent,No,24-10-2024,15-05-2025
WT000369,MP031,2025,9,September,Monsoon,25.8,14.4,30.9,74,104,5.1,Rainy,141,9,9.9,04:20 Ayuk,05:52 Nungthil,Poor,No,24-05-2024,24-01-2026
WT000758,MP064,2025,2,February,Winter,14.7,9.9,22.7,61,28.9,7.7,Cloudy,92,7,7.9,04:43 Ayuk,06:32 Nungthil,Excellent,No,14-06-2023,14-06-2025
WT000697,MP059,2024,1,January,Winter,15.3,8.2,20.7,69,4.7,5.4,Partly Cloudy,143,8,5,05:15 Ayuk,07:18 Nungthil,Excellent,No,14-11-2025,04-02-2026
WT000421,MP036,2025,1,January,Winter,16.1,7,22.9,75,0,8.6,Foggy,60,6,2.5,04:15 Ayuk,05:27 Nungthil,Excellent,No,09-10-2023,23-04-2026
WT000645,MP054,2024,9,September,Monsoon,25.9,16.4,30.2,87,114.7,5.2,Rainy,107,3,8.1,06:23 Ayuk,07:54 Nungthil,Poor,No,20-02-2024,14-01-2026
WT000335,MP028,2024,11,November,Autumn,17.7,10,25.5,61,7.3,5.3,Heavy Rain,108,3,2,04:33 Ayuk,06:22 Nungthil,Good,No,23-10-2025,18-04-2025
WT000484,MP041,2025,4,April,Spring,22.2,13.4,31.9,54,36.9,4.1,Heavy Rain,83,5,6.3,06:30 Ayuk,07:53 Nungthil,Good,No,23-11-2025,24-12-2025
WT000563,MP047,2024,11,November,Autumn,17.4,9.9,24.2,57,0,5.5,Foggy,130,9,4,06:00 Ayuk,07:10 Nungthil,Good,No,19-08-2023,03-12-2025
WT000795,MP067,2024,3,March,Spring,20.6,11,26.5,59,0,5.2,Sunny,133,8,5.6,04:21 Ayuk,06:35 Nungthil,Good,No,03-06-2023,05-10-2025
WT000623,MP052,2025,11,November,Autumn,17.7,10.2,24.3,58,13.1,4.8,Foggy,62,4,9.8,04:32 Ayuk,05:50 Nungthil,Good,No,02-01-2025,21-09-2026
WT000222,MP019,2024,6,June,Summer,28.1,17.4,32.5,75,173.2,6.2,Foggy,58,6,2.2,04:37 Ayuk,07:43 Nungthil,Moderate,Heavy Rain Alert,13-08-2025,18-03-2026
WT000635,MP053,2025,11,November,Autumn,18.2,9.3,24.6,60,41.9,3.1,Partly Cloudy,86,8,7.2,05:20 Ayuk,05:12 Nungthil,Good,No,10-06-2025,03-06-2025
WT000713,MP060,2024,5,May,Summer,25.5,14.6,33.8,77,74.8,6.9,Windy,141,3,7.7,05:33 Ayuk,05:32 Nungthil,Moderate,No,08-10-2023,01-06-2026
WT000523,MP044,2024,7,July,Monsoon,25.8,16.3,32.4,78,219.8,7.9,Cloudy,84,3,2.6,04:27 Ayuk,06:43 Nungthil,Poor,Flood Warning,25-06-2024,07-01-2025
WT000507,MP043,2025,3,March,Spring,21.1,9.8,28.2,62,32.1,5.7,Heavy Rain,136,6,9.1,04:43 Ayuk,06:04 Nungthil,Good,No,08-05-2024,09-02-2025
WT000246,MP021,2024,6,June,Summer,27.3,18.6,34.4,76,154,6.2,Clear,98,8,9.7,04:47 Ayuk,06:34 Nungthil,Moderate,Heavy Rain Alert,06-10-2025,12-07-2026
WT000013,MP002,2023,1,January,Winter,14.6,9.3,22.4,69,0,5.5,Cloudy,92,3,3.8,04:32 Ayuk,05:45 Nungthil,Excellent,No,17-11-2025,10-05-2026
WT000738,MP062,2023,6,June,Summer,27.1,17.5,34.4,85,159.4,9.5,Cloudy,130,10,10.2,06:49 Ayuk,05:54 Nungthil,Moderate,No,04-01-2025,06-02-2025
WT000842,MP011,2024,1,January,Winter,14.7,7.9,23.4,65,13.6,7.7,Rainy,114,6,7.7,06:37 Ayuk,07:18 Nungthil,Excellent,No,15-07-2024,24-04-2026
WT000533,MP045,2024,5,May,Summer,25.2,16.7,32.1,68,36.6,7.7,Partly Cloudy,120,5,3.7,06:28 Ayuk,05:03 Nungthil,Moderate,No,10-07-2023,23-07-2026
WT000407,MP034,2024,11,November,Autumn,17.2,11,25.4,69,0,3.4,Windy,88,7,2.8,05:03 Ayuk,06:57 Nungthil,Good,No,16-12-2025,08-10-2025
WT000217,MP019,2023,1,January,Winter,15.5,6.9,22.2,59,26.5,7.6,Cloudy,80,8,3.2,06:15 Ayuk,07:37 Nungthil,Excellent,No,10-12-2025,20-02-2026
WT000260,MP022,2024,8,August,monson,25.8,15.6,30.3,83,247.1,9.2,Partly Cloudy,65,10,5,04:37 Ayuk,07:15 Nungthil,Poor,Flood Warning,04-01-2023,08-11-2026
WT000688,MP058,2023,4,April,Spring,22.8,12.9,32.2,55,35,5.6,Windy,97,9,5.1,04:21 Ayuk,06:50 Nungthil,Good,No,15-08-2025,25-04-2025
WT000786,MP066,2024,6,June,Summer,27,18.4,35,70,165.3,6.2,Windy,148,7,6.9,04:45 Ayuk,05:14 Nungthil,Moderate,Flood Warning,03-11-2025,08-10-2026
WT000313,MP027,2025,1,January,Winter,14.4,9.3,20.8,72,26.2,5.5,Windy,71,6,9.8,06:14 Ayuk,07:37 Nungthil,Excellent,No,21-07-2025,13-12-2025
WT000694,MP058,2024,10,October,Autumn,22.1,13.3,26.9,67,34.7,6.5,Windy,115,3,4.3,04:49 Ayuk,07:16 Nungthil,Good,No,24-01-2024,16-07-2026
WT000675,MP057,2025,3,March,Spring,19.4,10.7,26.5,64,54.8,4.9,Foggy,145,3,3.3,05:14 Ayuk,07:49 Nungthil,Good,No,15-08-2025,09-05-2026
WT000226,MP019,2025,10,October,Autumn,21.3,12.1,27,78,22.6,5.4,Clear,81,6,7.5,04:24 Ayuk,06:31 Nungthil,Good,No,02-06-2023,11-10-2026
WT000241,MP021,2023,1,January,Winter,16,7,20.6,59,27.3,7.7,Foggy,100,5,10,06:55 Ayuk,07:16 Nungthil,Excellent,No,02-07-2025,22-08-2026
WT000805,MP068,2025,1,January,Winter,13.7,8.7,20.6,60,0,8.6,Sunny,117,4,10.2,04:51 Ayuk,06:10 Nungthil,Excellent,No,21-09-2024,20-12-2026
