Record_ID,Place_ID,Year,Month_Number,Month_Name,Season,Domestic_Visitors,Foreign_Visitors,Total_Visitors,Male_Visitors,Female_Visitors,Children_Visitors,Senior_Citizen_Visitors,Student_Visitors,Group_Visitors,Solo_Visitors,Average_Visit_Duration_Hours,Average_Spending_INR,Weather_Condition,Special_Event,Festival_Season,Visitor_Satisfaction,Revenue_INR,Growth_Percentage,Remarks,Created_Date,Updated_Date
VS000673,MP057,2025,1,January,Winter,3879,78,3957,1909,2048,392,323,503,1562,2395,1.7,483.98,Rainy,Yes,No,3.9,1915108.86,1.4,New Year Rush,13-09-2024,18-04-2025
VS000674,MP057,2023,2,February,Winter,3998,207,4205,2200,2005,504,348,518,1501,2704,4.2,927.98,Clear,No,No,3.9,3902155.9,33.7,Normal Traffic,05-05-2024,16-01-2025
VS000675,MP057,2023,3,March,Spring,3323,189,3512,1920,1592,196,322,296,991,2521,5.1,1044.3,Sunny,Yes,Yes,3.8,3667581.6,-10.8,Weekend Rush,22-03-2023,22-03-2025
VS000676,MP057,2024,4,April,Spring,2771,233,3004,1429,1575,169,142,258,1056,1948,5.5,871.28,Cloudy,Yes,Yes,4.3,2617325.12,-12.8,Rain Affected,07-05-2025,20-06-2025
VS000677,MP057,2023,5,May,Summer,1694,134,1828,1000,828,112,135,185,534,1294,3.6,781.57,Sunny,No,No,4.2,1428709.96,-16,Off Season,16-12-2024,01-07-2025
VS000678,MP057,2025,6,June,Summer,2032,217,2249,1223,1026,192,179,208,892,1357,2.6,683.72,Cloudy,No,No,4.2,1537686.28,17.6,Off Season,04-07-2023,02-03-2025
VS000679,MP057,2025,7,July,Monsoon,1563,224,1787,929,858,198,98,175,485,1302,4.7,1193.51,Clear,Yes,No,3.8,2132802.37,25.3,Rain Affected,15-12-2024,22-05-2025
VS000680,MP057,2025,8,August,Monsoon,1764,117,1881,977,904,150,172,256,531,1350,4.2,656.36,Rainy,Yes,No,4.2,1234613.16,-5.5,Rain Affected,11-01-2023,11-03-2025
VS000681,MP057,2024,9,September,Monsoon,2101,79,2180,1142,1038,206,206,191,701,1479,5,892.69,Rainy,No,No,3.9,1946064.2,6,Rain Affected,24-04-2025,16-08-2025
VS000682,MP057,2025,10,October,Autumn,2882,153,3035,1472,1563,277,184,432,794,2241,3.4,628.37,Foggy,No,Yes,4.7,1907102.95,3.7,Off Season,19-02-2024,14-04-2025
VS000683,MP057,2023,11,November,Autumn,3308,297,3605,1662,1943,269,181,311,1350,2255,4.8,854.85,Windy,No,Yes,4.3,3081734.25,21.8,Holiday Rush,13-08-2023,11-08-2025
VS000684,MP057,2024,12,December,Winter,3844,278,4122,2175,1947,347,169,486,1178,2944,3.9,759.2,Clear,No,No,4.7,3129422.4,10.8,New Year Rush,18-01-2024,23-10-2025
VS000685,MP058,2025,1,January,Winter,4887,246,5133,2508,2625,323,322,502,1432,3701,4.5,938.42,Cloudy,No,No,4.8,4816909.86,-4.3,Peak Season,01-09-2024,25-11-2025
VS000686,MP058,2023,2,February,Winter,3315,234,3549,1859,1690,216,167,405,1089,2460,3.4,838.74,Sunny,No,No,4.4,2976688.26,29.1,Weekend Rush,21-11-2023,12-02-2025
VS000687,MP058,2024,3,March,Spring,2853,348,3201,1480,1721,199,270,396,1183,2018,3.3,589.2,Rainy,No,Yes,4.9,1886029.2,-6.2,Festival Crowd,01-05-2024,01-11-2025
VS000688,MP058,2024,4,April,Spring,3110,129,3239,1681,1558,268,250,475,1189,2050,5.3,1153.81,Cloudy,No,Yes,3.8,3737190.59,12.9,Weekend Rush,13-12-2023,06-06-2025
VS000689,MP058,2024,5,May,Summer,2245,238,2483,1269,1214,152,164,224,968,1515,3.3,698.39,Sunny,No,No,4.3,1734102.37,25.5,Festival Crowd,21-10-2023,23-06-2025
VS000690,MP058,2025,6,June,Summer,1990,190,2180,1062,1118,213,109,290,594,1586,3.2,479.9,Clear,Yes,No,4.6,1046182,-15.8,Peak Season,14-04-2023,08-05-2025
VS000691,MP058,2023,7,July,Monsoon,1395,79,1474,740,734,125,99,171,468,1006,4.2,824.02,Rainy,Yes,No,4.6,1214605.48,-6.8,Monsoon Season,07-09-2025,14-06-2025
VS000692,MP058,2025,8,August,Monsoon,1312,62,1374,641,733,98,101,154,490,884,3.6,941.72,Clear,No,No,4.3,1293923.28,-9.5,Rain Affected,02-02-2025,24-08-2025
VS000693,MP058,2025,9,September,Monsoon,1995,177,2172,1014,1158,196,179,247,615,1557,3.5,490.83,Rainy,Yes,No,4.2,1066082.76,19.7,Festival Crowd,14-05-2023,12-02-2025
VS000694,MP058,2025,10,October,Autumn,3506,97,3603,1756,1847,340,175,412,1327,2276,4.7,583.65,Foggy,Yes,No,4.1,2102890.95,6.4,Holiday Rush,19-01-2023,18-10-2025
VS000695,MP058,2024,11,November,Autumn,3382,403,3785,1910,1875,327,278,345,1060,2725,2.4,551.19,Windy,Yes,No,4.4,2086254.15,0.6,Weekend Rush,02-11-2024,07-03-2025
VS000696,MP058,2025,12,December,Winter,4874,332,5206,2653,2553,526,238,592,1735,3471,3.9,1107.86,Windy,No,No,4.3,5767519.16,25.3,Peak Season,10-05-2024,04-11-2025
VS000697,MP059,2025,1,January,Winter,3779,562,4341,2010,2331,318,260,412,1566,2775,4.8,968.83,Rainy,Yes,No,4.2,4205691.03,24.4,New Year Rush,19-01-2024,20-06-2025
VS000698,MP059,2025,2,February,Winter,4629,506,5135,2751,2384,362,383,416,1887,3248,2.4,707.73,Rainy,No,No,4.5,3634193.55,-19,Holiday Rush,17-03-2025,21-07-2025
VS000699,MP059,2024,3,March,Spring,3381,244,3625,1671,1954,338,220,443,1263,2362,5.6,996.29,Clear,No,Yes,4.2,3611551.25,21.3,Festival Crowd,08-06-2023,16-08-2025
VS000700,MP059,2024,4,April,Spring,2505,192,2697,1420,1277,247,158,319,767,1930,2.6,945.79,Foggy,No,No,4.6,2550795.63,-1,Rain Affected,24-06-2023,24-04-2025
VS000701,MP059,2023,5,May,Summer,2110,231,2341,1090,1251,171,213,303,755,1586,4.4,606.47,Windy,No,No,4,1419746.27,1.8,Peak Season,17-05-2024,06-04-2025
VS000702,MP059,2025,6,June,Summer,1518,106,1624,782,842,114,86,221,609,1015,4.4,1159.89,Rainy,Yes,No,4.4,1883661.36,33.8,Off Season,01-07-2023,18-02-2025
VS000703,MP059,2023,7,July,Monsoon,1264,178,1442,711,731,110,132,193,534,908,3.7,948.16,Windy,Yes,No,4.8,1367246.72,10.6,Rain Affected,20-10-2025,18-02-2025
VS000704,MP059,2024,8,August,Monsoon,1627,181,1808,916,892,151,149,249,578,1230,1.9,764.07,Clear,Yes,No,4.4,1381438.56,-18.1,Rain Affected,01-06-2025,23-02-2025
VS000705,MP059,2025,9,September,Monsoon,1794,131,1925,943,982,135,124,271,715,1210,3.8,1081.29,Clear,No,No,4.8,2081483.25,7,Weekend Rush,13-12-2025,25-02-2025
VS000706,MP059,2024,10,October,Autumn,3282,461,3743,1967,1776,327,172,414,1130,2613,4.8,520.14,Cloudy,Yes,No,4.4,1946884.02,15.7,Weekend Rush,14-11-2025,21-10-2025
VS000707,MP059,2023,11,November,Autumn,3975,180,4155,1902,2253,214,286,615,1323,2832,5.9,1183.23,,Yes,No,4.8,4916320.65,-13.5,Festival Crowd,18-10-2024,19-10-2025
VS000708,MP059,2024,12,December,Winter,4111,296,4407,2005,2402,263,336,575,1602,2805,2.8,806.33,Windy,Yes,No,4.8,3553496.31,3.6,Peak Season,15-03-2024,07-10-2025
VS000709,MP060,2024,1,January,Winter,4368,387,4755,2323,2432,474,364,679,1888,2867,2,1050.16,Cloudy,Yes,No,4.7,4993510.8,11.8,Winter Vacation,11-11-2024,18-10-2025
VS000710,MP060,2025,2,February,Winter,4163,414,4577,2062,2515,514,317,636,1516,3061,1.6,976.97,Windy,Yes,No,4.4,4471591.69,11.7,Peak Season,12-05-2024,23-06-2025
VS000711,MP060,2023,3,March,Spring,2640,55,2695,1334,1361,280,192,286,845,1850,5.3,661.83,Rainy,Yes,No,4.7,1783631.85,-15.7,Peak Season,21-05-2025,25-05-2025
VS000712,MP060,2023,4,April,Spring,2404,81,2485,1290,1195,278,156,369,635,1850,1.6,745.68,Sunny,Yes,No,4.6,1853014.8,16,Festival Crowd,20-09-2025,05-03-2025
VS000713,MP060,2024,5,May,Summer,1771,109,1880,869,1011,217,144,239,708,1172,5.9,546.3,Foggy,Yes,No,4.1,1027044,15.9,Peak Season,19-06-2024,08-11-2025
VS000714,MP060,2025,6,June,Summer,1721,217,1938,907,1031,103,139,277,486,1452,3.1,1134.61,Foggy,No,No,4.9,2198874.18,12.2,Rain Affected,21-07-2025,16-07-2025
VS000715,MP060,2023,7,July,Monsoon,1554,129,1683,853,830,163,134,191,540,1143,2.2,734.62,Foggy,No,No,4.3,1236365.46,31.7,Monsoon Season,18-09-2025,10-03-2025
VS000716,MP060,2024,8,August,Monsoon,1250,116,1366,733,633,82,73,180,376,990,5.1,667.83,Rainy,Yes,No,3.8,912255.78,-18.4,Monsoon Season,12-03-2024,14-11-2025
VS000717,MP060,2025,9,September,Monsoon,2148,92,2240,1021,1219,115,118,286,817,1423,4.9,684.62,Windy,Yes,No,4.9,1533548.8,31,Festival Crowd,11-10-2025,22-06-2025
VS000718,MP060,2024,10,October,Autumn,2891,164,3055,1664,1391,183,215,272,1192,1863,2.4,571.37,Cloudy,No,No,4.5,1745535.35,13.2,Off Season,13-01-2025,05-12-2025
VS000719,MP060,2025,11,November,Autumn,3152,302,3454,1556,1898,212,150,470,967,2487,1.6,629.75,Clear,No,No,4,2175156.5,-3.2,Peak Season,23-10-2024,06-08-2025
VS000720,MP060,2025,12,December,Winter,5378,276,5654,2672,2982,322,505,708,2206,3448,2.7,813.07,Rainy,Yes,No,4.3,4597097.78,30.6,New Year Rush,06-11-2024,02-09-2025
VS000721,MP061,2023,1,January,Winter,3680,365,4045,2018,2027,209,288,333,1411,2634,3.2,1179.2,Rainy,Yes,No,4.1,4769864,27.1,Peak Season,05-06-2025,10-12-2025
VS000722,MP061,2025,2,February,Winter,3595,195,3790,1865,1925,304,298,434,1017,2773,3.2,978.43,Foggy,Yes,No,4.3,3708249.7,-6.3,Holiday Rush,03-06-2023,07-11-2025
VS000723,MP061,2024,3,March,Spring,3418,152,3570,1827,1743,403,215,470,911,2659,5.7,907.41,Sunny,No,No,4.5,3239453.7,31.7,Normal Traffic,06-03-2024,10-11-2025
VS000724,MP061,2025,4,April,Spring,3549,172,3721,1797,1924,377,265,422,943,2778,1.9,1093.66,Windy,No,No,4.3,4069508.86,-19.9,Rain Affected,14-01-2024,23-04-2025
VS000725,MP061,2024,5,May,Summer,2057,81,2138,1037,1101,225,161,188,788,1350,1.7,1096.09,Windy,No,No,4.8,2343440.42,-13.2,Normal Traffic,11-08-2025,03-02-2025
VS000726,MP061,2023,6,June,Summer,1653,191,1844,929,915,178,123,168,666,1178,4,616.53,Foggy,Yes,No,4.7,1136881.32,16.6,Off Season,09-10-2025,04-11-2025
VS000727,MP061,2025,7,July,Monsoon,1391,42,1433,728,705,93,128,196,424,1009,5.7,448.66,Windy,No,No,4.8,642929.78,-0.1,Rain Affected,19-10-2023,14-06-2025
VS000728,MP061,2023,8,August,Monsoon,1551,79,1630,808,822,140,68,240,561,1069,5.9,625.8,Windy,Yes,No,3.8,1020054,34.2,Rain Affected,24-04-2025,07-06-2025
VS000729,MP061,2023,9,September,Monsoon,2005,236,2241,1171,1070,241,208,202,651,1590,4.5,457.9,Clear,No,No,4.6,1026153.9,5,Peak Season,02-03-2023,22-03-2025
VS000730,MP061,2025,10,October,Autumn,3362,384,3746,1931,1815,425,297,497,1236,2510,1.7,1016.72,Windy,Yes,Yes,4,3808633.12,27.3,Peak Season,01-01-2025,11-03-2025
VS000731,MP061,2024,11,November,Autumn,3058,124,3182,1730,1452,376,155,453,1002,2180,1.6,920.4,Foggy,Yes,Yes,4.5,2928712.8,12.6,Normal Traffic,23-12-2025,14-06-2025
VS000732,MP061,2025,12,December,Winter,4933,529,5462,2656,2806,650,433,580,2051,3411,2.2,1114.44,Foggy,No,No,4,6087071.28,23.8,Winter Vacation,05-07-2025,24-03-2025
VS000733,MP062,2023,1,January,Winter,4501,122,4623,2378,2245,322,460,568,1310,3313,4.9,876.25,Cloudy,No,No,4.8,4050903.75,23.2,New Year Rush,25-12-2024,19-08-2025
VS000734,MP062,2024,2,February,Winter,3333,349,3682,1960,1722,243,183,508,1108,2574,4.5,482.61,Windy,Yes,No,4.4,1776970.02,25.5,Off Season,15-04-2025,09-02-2025
VS000735,MP062,2023,3,March,Spring,2773,238,3011,1589,1422,205,187,283,825,2186,2.4,1105.16,Windy,No,No,4.1,3327636.76,-13.7,Rain Affected,19-09-2025,22-02-2025
VS000736,MP062,2023,4,April,Spring,3521,252,3773,1954,1819,299,283,514,1421,2352,5.9,1068.14,Clear,Yes,No,4.2,4030092.22,-2.9,Weekend Rush,25-10-2023,17-10-2025
VS000737,MP062,2023,5,May,Summer,1763,60,1823,958,865,122,109,206,631,1192,4.7,775.8,Clear,Yes,No,3.9,1414283.4,20.3,Holiday Rush,04-08-2025,08-10-2025
VS000738,MP062,2025,6,June,Summer,1854,104,1958,1029,929,138,129,202,644,1314,2.6,740.5,Foggy,No,No,4.3,1449899,9.6,Normal Traffic,14-04-2023,07-11-2025
VS000739,MP062,2024,7,July,Monsoon,1478,193,1671,894,777,126,120,154,570,1101,2.2,645.3,Foggy,No,No,4.1,1078296.3,-16.5,Heavy Rain,14-08-2025,12-10-2025
VS000740,MP062,2024,8,August,Monsoon,1341,151,1492,726,766,118,102,181,503,989,3.1,422.19,Windy,Yes,No,4,629907.48,16.5,Rain Affected,19-05-2025,21-12-2025
VS000741,MP062,2023,9,September,Monsoon,1513,226,1739,858,881,181,116,194,596,1143,2.4,720.85,Cloudy,No,No,4.5,1253558.15,26.7,Festival Crowd,25-07-2024,17-12-2025
VS000742,MP062,2023,10,October,Autumn,2485,160,2645,1334,1311,158,186,293,916,1729,4.9,1092.42,Windy,No,No,4.7,2889450.9,-4.7,Weekend Rush,22-11-2023,18-03-2025
VS000743,MP062,2024,11,November,Autumn,3690,337,4027,1839,2188,240,354,457,1380,2647,4.9,512.09,Windy,Yes,No,4.3,2062186.43,-7.8,Festival Crowd,20-07-2023,14-03-2025
VS000744,MP062,2025,12,December,Winter,4832,265,5097,2452,2645,454,260,534,1402,3695,5.8,546.05,Rainy,Yes,No,4.3,2783216.85,0.5,New Year Rush,10-09-2024,15-01-2025
VS000745,MP063,2025,1,January,Winter,3506,177,3683,1838,1845,235,277,515,1342,2341,5.8,516.24,Sunny,Yes,No,4.2,1901311.92,23.7,New Year Rush,05-06-2025,17-02-2025
VS000746,MP063,2024,2,February,Winter,3620,268,3888,2018,1870,319,272,413,1043,2845,2.6,1079.7,Foggy,No,No,4.7,4197873.6,14.6,Peak Season,24-08-2025,25-04-2025
VS000747,MP063,2025,3,March,Spring,3063,260,3323,1688,1635,386,201,303,1151,2172,1.9,1023.35,Clear,No,Yes,4.7,3400592.05,29,Peak Season,07-12-2024,10-11-2025
VS000748,MP063,2024,4,April,Spring,3280,265,3545,1940,1605,397,176,301,1168,2377,4.3,764.48,Foggy,No,No,4.7,2710081.6,24.7,Off Season,03-11-2024,10-06-2025
VS000749,MP063,2025,5,May,Summer,2300,196,2496,1358,1138,280,135,243,834,1662,5.7,602.37,Rainy,No,No,4.3,1503515.52,14.4,Holiday Rush,16-03-2024,13-10-2025
VS000750,MP063,2023,6,June,Summer,1724,146,1870,1003,867,94,121,219,545,1325,3.6,594.79,Clear,No,No,3.8,1112257.3,-1.6,Holiday Rush,08-07-2025,16-09-2025
VS000751,MP063,2024,7,July,Monsoon,1431,78,1509,745,764,142,96,172,447,1062,3.4,968.19,Rainy,Yes,No,4.8,1460998.71,3.3,Heavy Rain,21-03-2025,01-03-2025
VS000752,MP063,2024,8,August,Monsoon,1587,63,1650,823,827,179,93,215,658,992,4.5,880.46,Clear,No,No,4,1452759,9.7,Heavy Rain,01-07-2024,07-03-2025
VS000753,MP063,2023,9,September,Monsoon,1762,227,1989,1053,936,197,80,195,702,1287,3.9,708.53,Rainy,No,No,4.7,1409266.17,16.1,Normal Traffic,02-08-2023,22-02-2025
VS000754,MP063,2023,10,October,Autumn,3039,206,3245,1734,1511,249,249,412,1281,1964,2.3,966.39,Cloudy,No,No,4.6,3135935.55,10.7,Holiday Rush,02-08-2023,02-06-2025
VS000755,MP063,2023,11,November,Autumn,3944,321,4265,2171,2094,300,262,422,1203,3062,3.3,1050.7,Clear,No,Yes,4.8,4481235.5,24.4,Weekend Rush,19-06-2025,23-10-2025
VS000756,MP063,2025,12,December,Winter,5368,480,5848,2737,3111,433,451,855,1506,4342,1.6,631.03,Cloudy,No,No,3.8,3690263.44,-5.8,Winter Vacation,07-08-2025,17-05-2025
VS000757,MP064,2024,1,January,Winter,3936,425,4361,2293,2068,254,350,596,1243,3118,1.7,895.37,Windy,Yes,No,4,3904708.57,10.5,New Year Rush,02-02-2025,06-06-2025
VS000758,MP064,2023,2,February,Winter,4029,248,4277,2080,2197,388,393,533,1532,2745,4,940.72,Cloudy,Yes,No,4.5,4023459.44,34.5,Holiday Rush,05-09-2025,11-05-2025
VS000759,MP064,2024,3,March,Spring,3102,330,3432,1560,1872,318,214,320,1012,2420,4.1,1129.56,Cloudy,No,Yes,3.9,3876649.92,-3.9,Rain Affected,10-03-2024,03-03-2025
VS000760,MP064,2025,4,April,Spring,3469,185,3654,1715,1939,240,291,486,1031,2623,2.7,572.63,Foggy,Yes,Yes,4.4,2092390.02,7.1,Holiday Rush,03-04-2025,09-10-2025
VS000761,MP064,2023,5,May,Summer,2509,215,2724,1233,1491,291,165,240,989,1735,3.4,1134.41,Foggy,Yes,No,4.7,3090132.84,0.2,Normal Traffic,19-11-2023,09-10-2025
VS000762,MP064,2025,6,June,Summer,1531,97,1628,847,781,151,71,166,487,1141,2.4,1038.04,Windy,Yes,No,4,1689929.12,-14.4,Normal Traffic,17-10-2024,14-05-2025
VS000763,MP064,2024,7,July,Monsoon,1234,163,1397,706,691,106,78,135,402,995,1.7,1157.14,Cloudy,No,No,4.4,1616524.58,25.2,Monsoon Season,08-09-2024,11-05-2025
VS000764,MP064,2025,8,August,Monsoon,1681,44,1725,807,918,99,145,205,454,1271,5.9,677.83,Cloudy,Yes,No,3.8,1169256.75,5.1,Heavy Rain,04-12-2025,02-05-2025
VS000765,MP064,2024,9,September,Monsoon,2148,299,2447,1218,1229,219,231,198,699,1748,4.3,801.56,Rainy,Yes,No,4.7,1961417.32,-7,Peak Season,25-03-2025,16-12-2025
VS000766,MP064,2024,10,October,Autumn,3338,230,3568,1658,1910,213,175,488,953,2615,3.5,962.78,Clear,Yes,Yes,4.6,3435199.04,7.2,Festival Crowd,17-10-2024,10-03-2025
VS000767,MP064,2023,11,November,Autumn,2926,141,3067,1648,1419,304,192,294,789,2278,4.9,716.18,Foggy,Yes,Yes,4.9,2196524.06,23.3,Festival Crowd,18-09-2024,21-06-2025
VS000768,MP064,2023,12,December,Winter,5105,354,5459,2959,2500,447,513,457,1944,3515,1.5,901.95,Cloudy,Yes,No,4.2,4923745.05,11.4,New Year Rush,23-10-2023,20-11-2025
VS000769,MP065,2024,1,January,Winter,3859,267,4126,1922,2204,341,402,373,1447,2679,5,1113.24,Sunny,No,No,4.7,4593228.24,-11.2,Winter Vacation,23-05-2025,08-08-2025
VS000770,MP065,2025,2,February,Winter,4046,260,4306,2319,1987,392,344,352,1078,3228,3.1,1044.79,Cloudy,Yes,No,4,4498865.74,1,Weekend Rush,22-09-2023,17-08-2025
VS000771,MP065,2023,3,March,Spring,3326,102,3428,1864,1564,392,214,402,1370,2058,2.7,860.21,Cloudy,Yes,No,4.7,2948799.88,-0.9,Rain Affected,06-10-2024,22-03-2025
VS000772,MP065,2025,4,April,Spring,2910,390,3300,1508,1792,340,167,365,1171,2129,3.1,602.6,Foggy,Yes,No,4.9,1988580,-15.8,Festival Crowd,18-07-2025,11-03-2025
VS000773,MP065,2023,5,May,Summer,2256,45,2301,1099,1202,135,180,249,820,1481,3.9,596.07,Windy,Yes,No,4.4,1371557.07,-11.1,Festival Crowd,16-06-2025,12-02-2025
VS000774,MP065,2025,6,June,Summer,1827,268,2095,1135,960,205,171,183,628,1467,3.2,1145.42,Rainy,No,No,4.8,2399654.9,12.1,Peak Season,24-08-2023,20-09-2025
VS000775,MP065,2025,7,July,Monsoon,1444,151,1595,735,860,158,64,196,408,1187,2.2,985.53,Clear,Yes,No,4.6,1571920.35,-19.4,Heavy Rain,12-09-2024,05-03-2025
VS000776,MP065,2025,8,August,Monsoon,1243,150,1393,736,657,155,63,165,506,887,4.5,611.42,Clear,No,No,4,851708.06,-18.9,Heavy Rain,12-11-2025,20-04-2025
VS000777,MP065,2024,9,September,Monsoon,1553,133,1686,868,818,100,146,165,502,1184,2,654.82,Foggy,No,No,4.1,1104026.52,-18.8,Off Season,05-07-2025,22-07-2025
VS000778,MP065,2024,10,October,Autumn,2715,349,3064,1683,1381,161,254,427,899,2165,3.9,763.78,Cloudy,No,No,4.3,2340221.92,20.2,Normal Traffic,19-07-2024,21-12-2025
VS000779,MP065,2024,11,November,Autumn,3546,107,3653,1671,1982,347,348,523,1238,2415,2.4,1119.96,Clear,Yes,No,4.3,4091213.88,0.7,Peak Season,09-07-2023,01-08-2025
VS000780,MP065,2023,12,December,Winter,4639,178,4817,2306,2511,434,286,601,1256,3561,4.5,774.46,Clear,Yes,No,4.4,3730573.82,-2.1,Peak Season,14-11-2024,08-04-2025
VS000781,MP066,2025,1,January,Winter,3927,328,4255,2121,2134,311,314,444,1275,2980,5.1,490.11,Windy,Yes,No,4.7,2085418.05,-9.1,New Year Rush,23-05-2025,01-07-2025
VS000782,MP066,2025,2,February,Winter,4321,178,4499,2387,2112,386,211,476,1632,2867,4.9,798.06,Sunny,No,No,4.7,3590471.94,-1.8,Weekend Rush,22-05-2025,15-02-2025
VS000783,MP066,2024,3,March,Spring,3054,217,3271,1670,1601,352,319,422,903,2368,2.5,800.77,Foggy,No,No,4.2,2619318.67,22.1,Holiday Rush,13-10-2024,19-04-2025
VS000784,MP066,2024,4,April,Spring,2598,359,2957,1602,1355,288,186,254,983,1974,5,1012.3,Rainy,No,Yes,3.8,2993371.1,-2.9,Weekend Rush,06-11-2024,19-06-2025
VS000785,MP066,2024,5,May,Summer,2330,92,2422,1205,1217,262,185,349,753,1669,4.5,517.22,Foggy,No,No,4.2,1252706.84,17.2,Off Season,14-12-2023,07-09-2025
VS000786,MP066,2023,6,June,Summer,1543,65,1608,834,774,110,159,216,611,997,5.8,995.67,Clear,No,No,4.1,1601037.36,10.8,Weekend Rush,10-10-2023,08-11-2025
VS000787,MP066,2025,7,July,Monsoon,1663,187,1850,919,931,115,89,219,640,1210,5.8,611.02,Clear,No,No,4.1,1130387,-15.1,Rain Affected,12-04-2025,07-02-2025
VS000788,MP066,2023,8,August,Monsoon,1630,85,1715,920,795,120,110,205,575,1140,5,664.94,Rainy,No,No,4,1140372.1,27.9,Rain Affected,17-11-2025,20-03-2025
VS000789,MP066,2025,9,September,Monsoon,1974,93,2067,981,1086,247,164,184,735,1332,4.2,994.33,Clear,Yes,No,4.8,2055280.11,-15.9,Off Season,07-12-2025,21-04-2025
VS000790,MP066,2025,10,October,Autumn,3183,158,3341,1745,1596,367,150,378,927,2414,3.7,1043.12,Clear,Yes,Yes,4.5,3485063.92,1.9,Holiday Rush,02-10-2023,23-10-2025
VS000791,MP066,2024,11,November,Autumn,4262,103,4365,2057,2308,478,411,625,1164,3201,5.4,1111.31,Sunny,No,No,4,4850868.15,-14.2,Normal Traffic,14-02-2024,07-02-2025
VS000792,MP066,2025,12,December,Winter,4139,215,4354,2260,2094,440,349,366,1326,3028,1.8,939.94,Clear,No,No,4,4092498.76,20.4,Peak Season,18-07-2025,04-12-2025
VS000793,MP067,2023,1,January,Winter,3989,382,4371,2045,2326,497,376,650,1237,3134,1.6,799.07,Sunny,Yes,No,3.8,3492734.97,5.9,Winter Vacation,05-02-2023,16-09-2025
VS000794,MP067,2024,2,February,Winter,3624,166,3790,1998,1792,374,275,387,1496,2294,5.3,848.91,Rainy,No,No,4,3217368.9,15.9,Peak Season,18-07-2024,09-06-2025
VS000795,MP067,2024,3,March,Spring,3504,400,3904,2074,1830,333,293,545,1521,2383,5.6,475.84,Sunny,No,No,4.8,1857679.36,13.8,Peak Season,10-12-2025,09-04-2025
VS000796,MP067,2024,4,April,Spring,2991,215,3206,1491,1715,206,200,346,864,2342,5.1,1180.16,Sunny,Yes,No,4.3,3783592.96,5.5,Normal Traffic,20-03-2024,02-09-2025
VS000797,MP067,2025,5,May,Summer,2235,194,2429,1115,1314,190,222,241,965,1464,4.1,462.86,Windy,No,No,4.8,1124286.94,-11.5,Off Season,24-08-2024,22-03-2025
VS000798,MP067,2025,6,June,Summer,1675,159,1834,942,892,201,80,177,668,1166,1.7,943.63,Clear,Yes,No,4.7,1730617.42,-13.5,Peak Season,14-02-2025,23-09-2025
VS000799,MP067,2024,7,July,Monsoon,1739,216,1955,1072,883,217,102,274,655,1300,2.6,775.3,Rainy,No,No,4.9,1515711.5,-18.1,Rain Affected,01-06-2024,09-10-2025
VS000800,MP067,2023,8,August,Monsoon,1330,118,1448,729,719,88,87,136,467,981,1.9,918.3,Windy,Yes,No,4.6,1329698.4,26.4,Rain Affected,25-11-2023,25-01-2025
VS000801,MP067,2025,9,September,Monsoon,1777,60,1837,893,944,174,99,247,481,1356,3.2,920.05,Cloudy,Yes,No,4.4,1690131.85,-5,Festival Crowd,04-10-2023,10-03-2025
VS000802,MP067,2024,10,October,Autumn,3544,330,3874,1975,1899,368,183,535,1436,2438,5.9,1115.77,Windy,No,Yes,4.2,4322492.98,31.8,Holiday Rush,02-09-2025,14-01-2025
VS000803,MP067,2023,11,November,Autumn,4177,387,4564,2099,2465,521,360,367,1808,2756,5.5,1056.13,Foggy,Yes,Yes,4.8,4820177.32,24.3,Holiday Rush,08-06-2025,17-02-2025
VS000804,MP067,2025,12,December,Winter,4358,242,4600,2126,2474,322,256,465,1726,2874,5.1,476.73,Sunny,No,No,4.3,2192958,0,Peak Season,04-12-2023,12-07-2025
VS000805,MP068,2023,1,January,Winter,4275,371,4646,2179,2467,492,219,513,1663,2983,2.7,941.95,Foggy,Yes,No,3.8,4376299.7,34.3,Peak Season,20-09-2024,13-04-2025
VS000806,MP068,2025,2,February,Winter,3280,254,3534,1647,1887,219,220,372,1391,2143,4.8,483.48,Windy,No,No,3.9,1708618.32,-15.4,Festival Crowd,20-01-2023,09-11-2025
VS000807,MP068,2024,3,March,Spring,3026,131,3157,1447,1710,162,166,376,799,2358,2.3,573.78,,No,No,4.1,1811423.46,33.9,Off Season,09-03-2024,13-05-2025
VS000808,MP068,2024,4,April,Spring,2875,410,3285,1732,1553,375,164,336,851,2434,1.6,478.7,Windy,Yes,No,4.5,1572529.5,2.7,Weekend Rush,12-03-2025,05-07-2025
VS000809,MP068,2023,5,May,Summer,2231,291,2522,1377,1145,152,232,318,697,1825,2.9,778.87,Foggy,Yes,No,4.6,1964310.14,26.2,Weekend Rush,11-07-2025,22-10-2025
VS000810,MP068,2025,6,June,Summer,1491,192,1683,813,870,121,128,180,636,1047,3.5,1078.3,Rainy,Yes,No,4.7,1814778.9,20.9,Normal Traffic,20-08-2023,20-02-2025
VS000811,MP068,2024,7,July,Monsoon,1569,91,1660,859,801,195,148,235,506,1154,5.1,426.05,Windy,Yes,No,4.9,707243,12.2,Heavy Rain,12-08-2025,10-10-2025
